BorrowerOccupation,BorrowerGender,NetMonthlySalary,BorrowerPostalCode,BorrowerDistrict,BorrowerPlanningArea,BorrowerID
SERVICE,M,1316,465895.0,16.0,BEDOK,4107
SECURITY,F,1720,560150.0,20.0,ANG MO KIO,6900
SERVICE,F,1389,522842.0,18.0,TAMPINES,7304
PLANT AND MACHINE,M,1365,370047.0,13.0,GEYLANG,6303
SERVICE,M,1141,520842.0,18.0,TAMPINES,3378
SERVICE,F,1349,640447.0,22.0,JURONG WEST,5625
SERVICE,F,1000,550523.0,19.0,SERANGOON,6393
CLEANER,F,1281,518146.0,18.0,PASIR RIS,6426
SERVICE,M,1289,550319.0,19.0,SERANGOON,4105
SERVICE,F,1198,550524.0,19.0,SERANGOON,6087
SERVICE,M,1317,467742.0,,,6912
CLEANER,F,1308,658276.0,23.0,BUKIT BATOK,7083
SERVICE,F,1253,456153.0,15.0,BEDOK,4586
CLEANER,M,1367,288853.0,11.0,BUKIT TIMAH,5913
CRAFTS,F,1200,648840.0,22.0,JURONG WEST,4638
CLEANER,F,1808,288058.0,11.0,BUKIT TIMAH,6286
CLEANER,M,1401,600269.0,22.0,JURONG EAST,3666
CLEANER,F,1213,640765.0,22.0,JURONG WEST,8066
CLEANER,F,1072,268794.0,10.0,BUKIT TIMAH,7572
SERVICE,M,1504,320062.0,12.0,NOVENA,7028
PLANT AND MACHINE,M,1660,98207.0,4.0,SOUTHERN ISLANDS,5872
PLANT AND MACHINE,M,1824,439897.0,15.0,MARINE PARADE,6293
CRAFTS,F,941,579980.0,20.0,BISHAN,5732
CLERICAL,F,1910,258463.0,10.0,TANGLIN,6068
SECURITY,M,1774,286739.0,11.0,BUKIT TIMAH,5634
SERVICE,M,1168,538433.0,19.0,SERANGOON,8068
SERVICE,F,1240,680703.0,23.0,CHOA CHU KANG,5209
PLANT AND MACHINE,M,1809,570213.0,20.0,BISHAN,7726
SERVICE,F,1219,169586.0,3.0,BUKIT MERAH,8064
PLANT AND MACHINE,M,1243,439826.0,15.0,MARINE PARADE,6299
PLANT AND MACHINE,M,1593,142062.0,3.0,QUEENSTOWN,4632
SERVICE,M,1253,239192.0,9.0,RIVER VALLEY,935
CLEANER,F,1115,760633.0,27.0,YISHUN,6298
SERVICE,M,1346,98367.0,4.0,SOUTHERN ISLANDS,6732
TECHNICIAN,F,1370,239194.0,9.0,RIVER VALLEY,4761
SERVICE,F,1469,798802.0,28.0,SENGKANG,5983
SERVICE,M,1574,640631.0,22.0,JURONG WEST,5485
SERVICE,M,1251,604285.0,22.0,JURONG EAST,4263
CLERICAL,F,1862,560215.0,20.0,ANG MO KIO,4732
TECHNICIAN,F,1566,266310.0,10.0,BUKIT TIMAH,3546
SERVICE,M,1259,823265.0,19.0,PUNGGOL,5660
SERVICE,F,1437,470124.0,16.0,BEDOK,5133
SERVICE,M,1249,310096.0,12.0,TOA PAYOH,5803
CRAFTS,F,1274,400347.0,14.0,GEYLANG,5261
TECHNICIAN,F,1790,400322.0,14.0,GEYLANG,7470
CLEANER,F,1578,596988.0,21.0,BUKIT TIMAH,7500
SERVICE,M,1189,440013.0,15.0,MARINE PARADE,6681
SERVICE,M,1411,531473.0,19.0,HOUGANG,6921
SECURITY,M,1806,120332.0,5.0,CLEMENTI,6162
CLEANER,F,1109,120702.0,5.0,CLEMENTI,4354
SERVICE,M,1244,466628.0,16.0,BEDOK,6035
SERVICE,F,1345,820111.0,19.0,PUNGGOL,5539
CRAFTS,F,993,678275.0,23.0,BUKIT PANJANG,8015
TECHNICIAN,M,1393,461010.0,16.0,BEDOK,5875
PLANT AND MACHINE,F,1442,410641.0,14.0,BEDOK,6937
SERVICE,F,1094,589545.0,21.0,BUKIT TIMAH,5791
CLERICAL,M,2205,521496.0,18.0,TAMPINES,4390
SERVICE,F,1084,822601.0,19.0,PUNGGOL,7323
SERVICE,F,958,732005.0,25.0,WOODLANDS,2335
CLEANER,F,1511,768865.0,27.0,YISHUN,7733
SERVICE,M,1140,109703.0,4.0,BUKIT MERAH,7215
SERVICE,F,1159,360010.0,13.0,TOA PAYOH,4650
OTHER,F,1381,127139.0,5.0,CLEMENTI,7862
CRAFTS,M,1187,109698.0,4.0,BUKIT MERAH,5329
TECHNICIAN,F,1235,229367.0,9.0,NEWTON,7909
PLANT AND MACHINE,F,2131,732571.0,25.0,WOODLANDS,5184
CLEANER,F,1386,659921.0,23.0,BUKIT BATOK,4320
SERVICE,M,1556,310146.0,12.0,TOA PAYOH,7482
SERVICE,F,1471,596745.0,21.0,BUKIT TIMAH,1970
SERVICE,F,1078,259396.0,10.0,NEWTON,7803
TECHNICIAN,M,1588,509123.0,17.0,PASIR RIS,5363
SERVICE,M,1316,486062.0,16.0,BEDOK,7945
CLEANER,M,1324,207226.0,8.0,KALLANG,7354
CLEANER,M,1091,120414.0,5.0,CLEMENTI,4058
CLERICAL,M,1682,310012.0,12.0,TOA PAYOH,5932
SERVICE,M,1318,428267.0,15.0,BEDOK,5307
CLEANER,F,1433,258414.0,10.0,TANGLIN,6188
CLERICAL,M,1961,257650.0,10.0,TANGLIN,7567
CLERICAL,F,1687,271023.0,10.0,QUEENSTOWN,1101
SERVICE,F,1379,208749.0,8.0,KALLANG,6979
PLANT AND MACHINE,F,1740,279691.0,10.0,BUKIT TIMAH,4339
SERVICE,M,1020,531475.0,19.0,HOUGANG,7603
CRAFTS,M,1304,80006.0,2.0,BUKIT MERAH,7870
SECURITY,M,2094,469990.0,16.0,BEDOK,7259
PLANT AND MACHINE,F,1068,534201.0,19.0,HOUGANG,5914
SECURITY,M,2057,529947.0,18.0,TAMPINES,4735
SERVICE,F,1367,560474.0,20.0,ANG MO KIO,7934
CLERICAL,F,1861,488067.0,16.0,TAMPINES,6288
OTHER,M,1382,530023.0,19.0,HOUGANG,6563
CLEANER,F,1145,568695.0,20.0,ANG MO KIO,7002
CRAFTS,F,1194,229816.0,9.0,NEWTON,7804
SERVICE,F,1189,548190.0,19.0,HOUGANG,6260
CLEANER,F,1812,328106.0,12.0,NOVENA,2528
PLANT AND MACHINE,M,1281,489929.0,16.0,BEDOK,6685
SERVICE,F,1365,548877.0,19.0,HOUGANG,4288
TECHNICIAN,F,1149,267686.0,10.0,BUKIT TIMAH,4044
SERVICE,F,1283,534206.0,19.0,HOUGANG,4557
SERVICE,F,1156,530524.0,19.0,HOUGANG,1980
SERVICE,F,1229,559357.0,19.0,SERANGOON,6172
OTHER,F,1297,570177.0,20.0,BISHAN,5702
CLEANER,F,939,469984.0,16.0,BEDOK,7195
SERVICE,M,1182,350122.0,13.0,TOA PAYOH,4905
PLANT AND MACHINE,F,1303,357905.0,13.0,TOA PAYOH,5756
CLERICAL,F,1852,248368.0,10.0,TANGLIN,5649
CRAFTS,M,1307,357903.0,13.0,TOA PAYOH,5567
CLERICAL,F,1801,669568.0,23.0,BUKIT BATOK,4388
OTHER,F,1361,597151.0,21.0,CLEMENTI,7619
SERVICE,F,1270,530358.0,19.0,HOUGANG,6919
CLEANER,M,1291,597155.0,21.0,CLEMENTI,6962
SERVICE,F,1285,534785.0,19.0,HOUGANG,6493
SECURITY,M,1726,118572.0,5.0,QUEENSTOWN,6163
PLANT AND MACHINE,M,1963,530624.0,19.0,HOUGANG,5496
PLANT AND MACHINE,F,1400,568431.0,20.0,SERANGOON,5344
PLANT AND MACHINE,M,1341,436918.0,15.0,KALLANG,5683
CLEANER,M,1259,187959.0,7.0,ROCHOR,5966
SERVICE,M,1113,596742.0,21.0,BUKIT TIMAH,6431
CLERICAL,F,1462,570137.0,20.0,BISHAN,7680
CLERICAL,F,1586,439488.0,15.0,MARINE PARADE,6809
CLERICAL,F,1874,120335.0,5.0,CLEMENTI,4989
CLERICAL,F,2266,570125.0,20.0,BISHAN,4319
TECHNICIAN,F,1583,439944.0,15.0,MARINE PARADE,5248
OTHER,M,1349,229954.0,9.0,NEWTON,6740
PLANT AND MACHINE,M,1190,398106.0,14.0,GEYLANG,4076
CLERICAL,F,1845,238258.0,9.0,SINGAPORE RIVER,4142
SECURITY,M,1146,568430.0,20.0,SERANGOON,7303
SERVICE,M,1327,238257.0,9.0,SINGAPORE RIVER,6409
CLERICAL,F,1567,470762.0,16.0,BEDOK,5282
CRAFTS,F,1115,673636.0,23.0,BUKIT PANJANG,7529
PLANT AND MACHINE,F,1619,400015.0,14.0,GEYLANG,6591
CLEANER,M,1253,512526.0,18.0,PASIR RIS,6146
SERVICE,F,1418,160022.0,3.0,BUKIT MERAH,6080
CLEANER,F,1521,520112.0,18.0,TAMPINES,6521
CLERICAL,F,1621,458703.0,15.0,BEDOK,4458
PLANT AND MACHINE,F,1710,510417.0,18.0,PASIR RIS,4817
CLERICAL,M,1577,98449.0,4.0,SOUTHERN ISLANDS,4663
CLERICAL,F,2535,228192.0,9.0,ROCHOR,4294
TECHNICIAN,M,1872,239227.0,9.0,RIVER VALLEY,7604
TECHNICIAN,F,1509,465530.0,16.0,BEDOK,6823
OTHER,F,1503,513530.0,18.0,PASIR RIS,4928
SERVICE,M,1026,541299.0,19.0,SENGKANG,3467
SECURITY,M,1519,436924.0,15.0,KALLANG,1284
SERVICE,M,1257,239471.0,9.0,SINGAPORE RIVER,6171
SERVICE,F,1204,439633.0,15.0,MARINE PARADE,6096
SERVICE,F,1029,239471.0,9.0,SINGAPORE RIVER,4350
CLERICAL,M,1770,455250.0,15.0,BEDOK,2298
CLEANER,F,1267,199018.0,7.0,KALLANG,4743
CLEANER,M,868,560235.0,20.0,ANG MO KIO,3284
SERVICE,M,1149,597627.0,21.0,BUKIT TIMAH,5478
PLANT AND MACHINE,M,1333,287913.0,11.0,BUKIT TIMAH,6519
PLANT AND MACHINE,M,1032,348911.0,13.0,TOA PAYOH,6120
SERVICE,F,1451,510421.0,18.0,PASIR RIS,780
CLEANER,F,1310,761315.0,27.0,YISHUN,5142
CLERICAL,F,1582,276543.0,10.0,BUKIT TIMAH,1460
PLANT AND MACHINE,F,1585,679973.0,23.0,BUKIT PANJANG,3996
CLEANER,F,1167,455668.0,15.0,BEDOK,6653
CLERICAL,M,2337,308365.0,11.0,NOVENA,5269
CLERICAL,F,1968,307743.0,11.0,NOVENA,7921
CLEANER,M,676,117687.0,5.0,QUEENSTOWN,7584
SERVICE,F,1514,126777.0,5.0,CLEMENTI,5600
PLANT AND MACHINE,F,1189,469369.0,16.0,BEDOK,6502
SECURITY,F,2083,530658.0,19.0,HOUGANG,8003
SERVICE,F,1113,587972.0,21.0,BUKIT PANJANG,4220
PLANT AND MACHINE,M,1620,78878.0,2.0,DOWNTOWN CORE,7227
SERVICE,F,1034,98641.0,4.0,BUKIT MERAH,6964
SERVICE,F,1100,524201.0,18.0,TAMPINES,7031
CLERICAL,M,2139,140050.0,3.0,QUEENSTOWN,7573
SERVICE,F,1310,439969.0,15.0,MARINE PARADE,6669
TECHNICIAN,F,1974,310142.0,12.0,TOA PAYOH,4594
PLANT AND MACHINE,M,1784,276750.0,10.0,BUKIT TIMAH,7169
SECURITY,M,2178,806746.0,28.0,ANG MO KIO,4558
SERVICE,F,1087,732897.0,25.0,WOODLANDS,6050
CRAFTS,M,1186,98411.0,4.0,BUKIT MERAH,6403
OTHER,F,1023,398359.0,14.0,GEYLANG,364
SECURITY,F,1965,679049.0,23.0,BUKIT PANJANG,7349
CLEANER,F,1615,398236.0,14.0,GEYLANG,4422
SERVICE,M,1201,536484.0,19.0,SERANGOON,6605
SERVICE,M,1277,556114.0,19.0,SERANGOON,5549
CLERICAL,F,1358,679048.0,23.0,BUKIT PANJANG,5115
SERVICE,M,1121,229811.0,9.0,NEWTON,6995
SERVICE,F,1109,229811.0,9.0,NEWTON,7180
TECHNICIAN,F,937,417586.0,14.0,BEDOK,5484
TECHNICIAN,M,1565,276697.0,10.0,BUKIT TIMAH,2327
SERVICE,M,1171,458705.0,15.0,BEDOK,5696
CLEANER,F,1484,460032.0,16.0,BEDOK,6469
CLEANER,M,1278,798684.0,28.0,SELETAR,5337
SERVICE,F,1368,425236.0,15.0,BEDOK,6512
CLERICAL,M,1925,437434.0,15.0,KALLANG,6779
SECURITY,M,2071,259344.0,10.0,TANGLIN,4078
PLANT AND MACHINE,M,1571,823272.0,19.0,PUNGGOL,5903
SECURITY,F,1719,120105.0,5.0,CLEMENTI,7537
SECURITY,F,2084,436607.0,15.0,KALLANG,2382
CLEANER,F,1059,528587.0,18.0,TAMPINES,7202
SECURITY,F,2063,568426.0,20.0,SERANGOON,5651
CLEANER,F,1288,556820.0,19.0,SERANGOON,6220
PLANT AND MACHINE,F,1277,98419.0,4.0,BUKIT MERAH,7456
SERVICE,M,1141,207853.0,8.0,KALLANG,5782
SECURITY,M,2197,439219.0,15.0,GEYLANG,4508
CLERICAL,F,2100,207855.0,8.0,KALLANG,4255
SERVICE,M,1217,437875.0,15.0,MARINE PARADE,5642
CLEANER,M,1328,267912.0,10.0,BUKIT TIMAH,6739
OTHER,F,1135,651288.0,23.0,BUKIT BATOK,7916
OTHER,M,1259,308414.0,11.0,NOVENA,6128
SERVICE,F,1090,126836.0,5.0,CLEMENTI,6777
CLEANER,M,1128,210051.0,8.0,KALLANG,5283
CLEANER,F,1260,308143.0,11.0,NOVENA,7184
CLERICAL,M,2088,259959.0,10.0,NEWTON,7473
CLEANER,F,1574,670121.0,23.0,BUKIT PANJANG,4957
PLANT AND MACHINE,F,1610,437885.0,15.0,MARINE PARADE,4783
SERVICE,F,1111,587977.0,21.0,BUKIT PANJANG,5780
CRAFTS,M,1120,307462.0,11.0,NOVENA,5715
CLEANER,F,1131,779246.0,26.0,YISHUN,3291
PLANT AND MACHINE,M,1412,670534.0,23.0,BUKIT PANJANG,6352
CRAFTS,F,1076,436929.0,15.0,KALLANG,6333
CLERICAL,F,1630,249570.0,10.0,TANGLIN,5534
CLEANER,M,1189,787067.0,26.0,ANG MO KIO,5976
SECURITY,F,1871,455515.0,15.0,BEDOK,7672
SECURITY,F,2195,828750.0,19.0,PUNGGOL,4867
PLANT AND MACHINE,F,1368,238309.0,9.0,RIVER VALLEY,165
SECURITY,M,1767,469977.0,16.0,BEDOK,6472
PLANT AND MACHINE,F,1491,279053.0,10.0,BUKIT TIMAH,7058
PLANT AND MACHINE,F,1375,821615.0,19.0,PUNGGOL,4062
PLANT AND MACHINE,M,1435,259400.0,10.0,NEWTON,5087
SERVICE,F,1161,98652.0,4.0,BUKIT MERAH,2683
SERVICE,F,1039,730646.0,25.0,WOODLANDS,5918
OTHER,F,1575,427701.0,15.0,MARINE PARADE,7805
CRAFTS,F,1267,398079.0,14.0,GEYLANG,7351
TECHNICIAN,F,1221,658477.0,23.0,BUKIT BATOK,7577
CLERICAL,F,1467,266216.0,10.0,BUKIT TIMAH,6941
SERVICE,M,1381,258651.0,10.0,TANGLIN,5260
SERVICE,M,1427,258651.0,10.0,TANGLIN,6036
CLEANER,F,1230,228512.0,9.0,NEWTON,1624
OTHER,F,1202,328668.0,12.0,NOVENA,6902
PLANT AND MACHINE,M,1296,543122.0,19.0,SENGKANG,7863
SERVICE,F,1084,542319.0,19.0,SENGKANG,5095
SERVICE,M,1299,510574.0,18.0,PASIR RIS,5596
PLANT AND MACHINE,F,1917,520244.0,18.0,TAMPINES,6492
TECHNICIAN,F,2216,319582.0,12.0,TOA PAYOH,5662
CLEANER,M,1285,560253.0,20.0,ANG MO KIO,6092
PLANT AND MACHINE,F,1815,535193.0,19.0,HOUGANG,7877
CLEANER,F,1302,824107.0,19.0,PUNGGOL,7140
OTHER,M,1305,579162.0,20.0,BISHAN,5063
SERVICE,F,1434,507011.0,17.0,PASIR RIS,4615
CLERICAL,F,1589,436918.0,15.0,KALLANG,8000
SERVICE,M,1394,680470.0,23.0,CHOA CHU KANG,7006
SERVICE,M,1424,309470.0,11.0,NOVENA,5765
CLERICAL,F,2324,207852.0,8.0,KALLANG,7658
CLEANER,M,1261,329714.0,12.0,NOVENA,5542
CLERICAL,F,2125,589482.0,21.0,BUKIT TIMAH,2959
TECHNICIAN,F,1447,424597.0,15.0,GEYLANG,7426
CLERICAL,F,2344,751340.0,27.0,SEMBAWANG,5725
CLERICAL,F,2098,309694.0,11.0,NOVENA,4823
CLEANER,M,1049,548177.0,19.0,HOUGANG,5162
SECURITY,M,1819,449308.0,15.0,MARINE PARADE,6978
SERVICE,F,1198,573975.0,20.0,BISHAN,8
PLANT AND MACHINE,F,1327,238363.0,9.0,RIVER VALLEY,5472
CLERICAL,M,1934,439961.0,15.0,MARINE PARADE,4677
SERVICE,M,1260,440073.0,15.0,MARINE PARADE,4070
SERVICE,F,1520,550120.0,19.0,SERANGOON,4437
SERVICE,F,1124,100068.0,4.0,BUKIT MERAH,1318
SERVICE,F,1031,542116.0,19.0,SENGKANG,4797
PLANT AND MACHINE,F,1358,309767.0,11.0,NOVENA,4175
SERVICE,F,1316,127726.0,5.0,CLEMENTI,6933
CLEANER,M,1299,541117.0,19.0,SENGKANG,5557
CLEANER,F,1151,457268.0,15.0,BEDOK,6870
CLEANER,F,1437,466338.0,16.0,BEDOK,5900
CLERICAL,F,2266,449285.0,15.0,BEDOK,5618
TECHNICIAN,F,1625,669600.0,23.0,BUKIT BATOK,1912
CLEANER,F,1023,507135.0,17.0,PASIR RIS,5336
CLERICAL,M,2296,438806.0,15.0,MARINE PARADE,6994
SERVICE,M,1350,329585.0,12.0,NOVENA,4067
SECURITY,F,2011,541306.0,19.0,SENGKANG,7173
CLEANER,M,1177,424324.0,15.0,MARINE PARADE,7016
TECHNICIAN,F,874,109030.0,4.0,BUKIT MERAH,2630
CLERICAL,F,1931,258201.0,10.0,TANGLIN,4584
PLANT AND MACHINE,F,1395,539053.0,19.0,SERANGOON,7958
CRAFTS,M,1262,269196.0,10.0,BUKIT TIMAH,5435
PLANT AND MACHINE,F,1983,570187.0,20.0,BISHAN,5224
SERVICE,M,1364,522498.0,18.0,TAMPINES,7887
PLANT AND MACHINE,M,1574,479307.0,16.0,BEDOK,5278
SERVICE,F,963,470601.0,16.0,BEDOK,2694
CRAFTS,M,1267,456824.0,15.0,BEDOK,7711
SERVICE,F,1031,390054.0,14.0,GEYLANG,5159
PLANT AND MACHINE,F,1711,546313.0,19.0,HOUGANG,7205
SERVICE,F,887,307991.0,11.0,NOVENA,6510
CLEANER,M,1527,576439.0,20.0,BISHAN,7748
CLEANER,M,1550,427336.0,15.0,GEYLANG,4959
PLANT AND MACHINE,F,1316,419021.0,14.0,BEDOK,7348
CLEANER,F,1654,298130.0,11.0,NOVENA,4916
SERVICE,F,1337,529869.0,18.0,TAMPINES,5885
PLANT AND MACHINE,F,1269,249745.0,10.0,TANGLIN,4964
SECURITY,F,1869,270028.0,10.0,QUEENSTOWN,6046
CLEANER,M,1448,269467.0,10.0,BUKIT TIMAH,5130
CLERICAL,F,1949,426560.0,15.0,GEYLANG,4165
CRAFTS,M,1220,761342.0,27.0,YISHUN,5500
SERVICE,F,1372,541250.0,19.0,SENGKANG,4513
PLANT AND MACHINE,F,1491,528684.0,18.0,TAMPINES,3835
CLEANER,F,1224,530237.0,19.0,HOUGANG,4581
SERVICE,M,1126,546066.0,19.0,HOUGANG,5444
CLEANER,F,1222,738998.0,25.0,WOODLANDS,6789
SERVICE,F,1267,298704.0,11.0,NOVENA,5180
PLANT AND MACHINE,M,1301,549148.0,19.0,HOUGANG,5404
CLERICAL,M,878,689579.0,23.0,CHOA CHU KANG,7284
PLANT AND MACHINE,M,1498,117703.0,5.0,QUEENSTOWN,3143
CLEANER,M,1301,650390.0,23.0,BUKIT BATOK,6989
SERVICE,F,1335,550526.0,19.0,SERANGOON,6542
PLANT AND MACHINE,F,1439,569788.0,20.0,ANG MO KIO,5879
TECHNICIAN,F,1181,239228.0,9.0,RIVER VALLEY,7394
SERVICE,F,1371,458879.0,15.0,BEDOK,4844
SERVICE,M,1339,752501.0,27.0,SEMBAWANG,6102
SERVICE,F,1240,530713.0,19.0,HOUGANG,6202
SERVICE,M,1207,98449.0,4.0,SOUTHERN ISLANDS,7795
SERVICE,M,1241,127160.0,5.0,CLEMENTI,4272
CLERICAL,M,1935,534914.0,19.0,SERANGOON,7524
TECHNICIAN,M,1443,579353.0,20.0,BISHAN,7834
SERVICE,M,1346,257618.0,10.0,TANGLIN,4144
CLERICAL,F,1968,389779.0,14.0,GEYLANG,7854
CLEANER,M,1445,599906.0,21.0,BUKIT TIMAH,5088
SERVICE,F,1187,118167.0,5.0,QUEENSTOWN,8001
CLERICAL,F,1515,455862.0,15.0,BEDOK,257
SERVICE,M,1223,127162.0,5.0,CLEMENTI,7405
SERVICE,M,946,640703.0,22.0,JURONG WEST,7361
SERVICE,F,1478,521166.0,18.0,TAMPINES,4647
SERVICE,F,1429,438791.0,15.0,MARINE PARADE,4772
SECURITY,F,1902,229692.0,9.0,NEWTON,1102
CLEANER,M,811,557710.0,19.0,SERANGOON,4950
SERVICE,M,1464,521166.0,18.0,TAMPINES,7258
SERVICE,F,937,821313.0,19.0,PUNGGOL,6190
OTHER,M,1215,387628.0,14.0,GEYLANG,7142
PLANT AND MACHINE,F,1526,138894.0,5.0,QUEENSTOWN,7973
SERVICE,M,1298,570292.0,20.0,BISHAN,866
CLEANER,M,1195,535131.0,19.0,HOUGANG,5860
TECHNICIAN,M,1478,523868.0,18.0,TAMPINES,5396
CLERICAL,M,2153,90103.0,4.0,BUKIT MERAH,6704
TECHNICIAN,M,1346,436881.0,15.0,KALLANG,6771
SERVICE,F,1404,576750.0,20.0,ANG MO KIO,7206
SERVICE,M,1225,270006.0,10.0,QUEENSTOWN,6982
SERVICE,M,1223,278009.0,10.0,BUKIT TIMAH,4215
OTHER,M,1382,510546.0,18.0,PASIR RIS,6751
CLEANER,M,1350,576748.0,20.0,ANG MO KIO,6154
CLERICAL,M,2190,437898.0,15.0,MARINE PARADE,4896
CLEANER,F,1442,479261.0,16.0,BEDOK,7872
TECHNICIAN,M,1095,286930.0,11.0,BUKIT TIMAH,5537
CLEANER,F,1702,792430.0,28.0,SENGKANG,5577
TECHNICIAN,M,1325,760602.0,27.0,YISHUN,5635
SERVICE,M,1209,807016.0,28.0,SERANGOON,8048
CLEANER,M,1340,544728.0,19.0,HOUGANG,4888
CLEANER,F,1057,238257.0,9.0,SINGAPORE RIVER,7494
PLANT AND MACHINE,M,1339,269684.0,10.0,BUKIT TIMAH,5409
CLERICAL,F,1577,439972.0,15.0,MARINE PARADE,4242
CLEANER,F,1534,510419.0,18.0,PASIR RIS,7690
PLANT AND MACHINE,F,1032,127724.0,5.0,CLEMENTI,259
CRAFTS,F,1208,788095.0,26.0,YISHUN,5423
SERVICE,F,1254,479240.0,16.0,BEDOK,1365
SERVICE,F,1109,555004.0,19.0,SERANGOON,6140
PLANT AND MACHINE,M,1580,506890.0,17.0,PASIR RIS,4426
OTHER,F,1148,669624.0,23.0,BUKIT BATOK,6672
CLEANER,F,1090,521110.0,18.0,TAMPINES,5341
PLANT AND MACHINE,F,1605,649412.0,22.0,JURONG WEST,5829
SERVICE,F,1548,521133.0,18.0,TAMPINES,5855
PLANT AND MACHINE,M,1280,680132.0,23.0,CHOA CHU KANG,7088
SERVICE,M,1380,257496.0,10.0,TANGLIN,5897
SERVICE,M,1440,297724.0,11.0,TOA PAYOH,7807
SERVICE,F,1468,589630.0,21.0,BUKIT TIMAH,6131
SERVICE,M,1332,239225.0,9.0,RIVER VALLEY,485
SERVICE,F,1224,328465.0,12.0,KALLANG,7798
CLERICAL,F,2489,190468.0,7.0,KALLANG,5982
CLERICAL,F,2206,436918.0,15.0,KALLANG,7850
CLERICAL,F,1796,249566.0,10.0,TANGLIN,6342
CLERICAL,M,1832,752508.0,27.0,SEMBAWANG,5325
CLEANER,F,1459,681297.0,23.0,CHOA CHU KANG,4877
SECURITY,M,1738,297817.0,11.0,NOVENA,6926
CLEANER,F,1261,598738.0,21.0,BUKIT BATOK,7731
OTHER,M,1120,258199.0,10.0,TANGLIN,6295
OTHER,M,1504,598736.0,21.0,BUKIT BATOK,4152
SERVICE,M,1056,258204.0,10.0,TANGLIN,7947
CLEANER,F,1241,249633.0,10.0,RIVER VALLEY,4235
SERVICE,M,1135,559576.0,19.0,SERANGOON,1772
SECURITY,F,2177,528788.0,18.0,TAMPINES,6074
OTHER,F,1384,85401.0,2.0,OUTRAM,7003
CLEANER,F,818,249633.0,10.0,RIVER VALLEY,5083
SERVICE,M,1212,308297.0,11.0,NOVENA,5270
PLANT AND MACHINE,M,1632,560629.0,20.0,ANG MO KIO,1371
CLERICAL,M,1850,670104.0,23.0,BUKIT PANJANG,6593
TECHNICIAN,F,1450,600351.0,22.0,JURONG EAST,5407
TECHNICIAN,F,1539,787130.0,26.0,ANG MO KIO,6184
SERVICE,F,1180,436894.0,15.0,KALLANG,4449
SERVICE,F,1470,530528.0,19.0,HOUGANG,4446
CLEANER,M,1362,398081.0,14.0,GEYLANG,4490
SERVICE,F,1156,680484.0,23.0,CHOA CHU KANG,5387
SECURITY,M,1984,530165.0,19.0,HOUGANG,4379
PLANT AND MACHINE,F,1099,320114.0,12.0,NOVENA,5819
CRAFTS,M,1200,576325.0,20.0,ANG MO KIO,7589
OTHER,F,1325,439829.0,15.0,MARINE PARADE,7597
SERVICE,F,1442,659801.0,23.0,BUKIT BATOK,1643
SERVICE,F,891,557324.0,19.0,SERANGOON,5138
SECURITY,M,1705,557323.0,19.0,SERANGOON,6872
CRAFTS,M,1332,277004.0,10.0,BUKIT TIMAH,5033
PLANT AND MACHINE,M,1826,439829.0,15.0,MARINE PARADE,6257
OTHER,F,1185,151075.0,3.0,BUKIT MERAH,4910
CLEANER,F,1196,383008.0,14.0,KALLANG,6693
CLERICAL,F,2092,573909.0,20.0,BISHAN,4265
SERVICE,F,1113,259345.0,10.0,TANGLIN,5489
CLEANER,M,1449,150008.0,3.0,BUKIT MERAH,5035
PLANT AND MACHINE,F,1115,100085.0,4.0,BUKIT MERAH,6724
PLANT AND MACHINE,F,2097,249046.0,10.0,TANGLIN,7459
SERVICE,F,1431,100088.0,4.0,BUKIT MERAH,6309
PLANT AND MACHINE,M,1424,543185.0,19.0,SENGKANG,4734
CLEANER,F,1271,258371.0,10.0,TANGLIN,5705
SECURITY,M,1817,478930.0,16.0,BEDOK,5237
SERVICE,F,1109,239435.0,9.0,SINGAPORE RIVER,7499
CLEANER,F,1491,590001.0,21.0,BUKIT TIMAH,6218
OTHER,F,1500,680566.0,23.0,CHOA CHU KANG,6688
CLEANER,F,1439,822314.0,19.0,PUNGGOL,6991
SECURITY,M,1658,519462.0,18.0,PASIR RIS,6511
SERVICE,F,1295,789480.0,26.0,ANG MO KIO,5810
SECURITY,M,1704,238309.0,9.0,RIVER VALLEY,4099
TECHNICIAN,F,2076,560177.0,20.0,ANG MO KIO,4199
SECURITY,F,1854,822617.0,19.0,PUNGGOL,6177
CLERICAL,M,1953,239194.0,9.0,RIVER VALLEY,8067
OTHER,F,1294,118888.0,5.0,QUEENSTOWN,7453
SERVICE,F,1281,559353.0,19.0,SERANGOON,5610
SERVICE,F,1099,238257.0,9.0,SINGAPORE RIVER,7044
PLANT AND MACHINE,M,1547,249107.0,10.0,TANGLIN,6300
CLEANER,F,1168,307464.0,11.0,NOVENA,4332
SECURITY,F,1587,462010.0,16.0,BEDOK,1660
CLERICAL,M,1267,460100.0,16.0,BEDOK,7395
SECURITY,F,1460,257720.0,10.0,TANGLIN,1949
CLEANER,M,1181,239619.0,9.0,MUSEUM,5140
CLEANER,M,1195,248903.0,10.0,TANGLIN,6047
CLERICAL,F,1086,612138.0,22.0,JURONG WEST,5390
CLERICAL,M,1818,228519.0,9.0,NEWTON,6891
CLERICAL,M,1673,309113.0,11.0,NOVENA,6139
CRAFTS,M,1401,126837.0,5.0,CLEMENTI,4737
CLERICAL,M,1561,439970.0,15.0,MARINE PARADE,5287
